Here	are	the	results	for	Channel	1	(nasal):	time	-	pitch(Hz)	-	Amplitude(dB)	-	RMSqIntensity(Pa)
4.17	143.27	78.713	0.172456417		4.17	143.24	77.057	0.142528486		0.452493071				
4.18	144.907	78.733	0.17286108		4.18	144.894	77.022	0.141940148		0.450888164				
4.19	145.573	78.354	0.165465029		4.19	145.51	77.128	0.143691672		0.464785888				
4.2	145.417	76.536	0.134231246		4.2	144.297	77.53	0.150505545		0.528577793				
4.21	142.853	72.228	0.081735347		4.21	145.714	78.319	0.164812164		0.668480339				
4.22	150.071	65.584	0.038038224		4.22	151.073	78.773	0.173657627		0.820316632				
4.23	153.234	61.367	0.02340751		4.23	153.075	78.721	0.172622642		0.880592298				
4.24	155.086	61.162	0.022862811		4.24	155.226	78.55	0.169259374		0.880998588				
4.25	158.679	61.639	0.024152287		4.25	158.596	78.449	0.167294518		0.873843353				
4.26	162.35	62.538	0.026788296		4.26	161.928	78.491	0.168109574		0.862552134				
4.27	165.504	64.554	0.033786015		4.27	165.395	78.671	0.171633055		0.835526393				
4.28	173.384	69.572	0.060202		4.28	170.281	78.967	0.177564652		0.74680217				
4.29	183.192	74.698	0.1086239		4.29	180.857	79.281	0.184116936		0.628941757				
4.3	184.887	77.552	0.150883425		4.3	185.277	79.391	0.186468257		0.552741448				
4.31	188.357	78.475	0.167793788		4.31	188.25	79.094	0.180197931		0.517822468				
4.32	193.412	78.496	0.16820983		4.32	193.081	78.614	0.170493578		0.503371309				
4.33	198.634	78.505	0.168369352		4.33	198.198	78.358	0.165543506		0.495768587				
4.34	203.061	78.565	0.169551003		4.34	202.805	78.4	0.166351101		0.495236853				
4.35	206.091	78.197	0.162519017		4.35	205.66	78.551	0.169268368		0.510171199				
4.36	206.536	76.748	0.137539522		4.36	204.933	78.902	0.17625677		0.561691691				
4.37	203.153	73.573	0.09542477		4.37	202.062	79.995	0.199893405		0.676874715				
4.38	198.556	69.111	0.057090171		4.38	202.856	81.183	0.22919197		0.800580747				
4.39	200.217	66.5	0.042268403		4.39	200.184	81.636	0.241457089		0.851023598				
4.4	195.214	66.225	0.040951284		4.4	194.878	81.485	0.237291973		0.852822007				
4.41	189.099	66.059	0.040175626		4.41	188.507	80.923	0.22241537		0.847003033				
4.42	182.086	65.273	0.036700163		4.42	180.019	79.887	0.197406035		0.843232845				
4.43	171.497	63.417	0.029641543		4.43	167.556	78.447	0.16726476		0.849463716				
4.44	155.161	61.018	0.022488184		4.44	153.652	77.386	0.148022012		0.86811238				
4.45	143.875	60.413	0.02097343		4.45	144.544	77.198	0.144857325		0.873525088				
4.46	138.346	63.289	0.029207822		4.46	137.735	76.931	0.140468501		0.827861532				
4.47	133.922	66.962	0.044580198		4.47	134.594	75.901	0.124762247		0.736745279				
4.48	131.63	68.865	0.055496574		4.48	131.926	74.49	0.106058589		0.656485294				
4.49	129.995	69.387	0.058937328		4.49	130.12	73.398	0.093529301		0.613441129				
4.5	128.043	69.613	0.060489563		4.5	128.077	72.941	0.088735137		0.594641081				
4.51	124.828	69.601	0.06040852		4.51	124.78	72.68	0.08610819		0.587702183				
4.52	124.803	69.104	0.057046929		4.52	124.708	72.085	0.080400533		0.584954654				
4.53	122.532	68.625	0.053988366		4.53	122.57	71.329	0.073705699		0.577205365				
4.54	120.317	68.762	0.054843357		4.54	120.343	71.003	0.070984519		0.564139847				
4.55	119.423	69.388	0.058939586		4.55	119.489	71.289	0.073364861		0.554515459				
4.56	119.86	69.819	0.061938682		4.56	119.69	71.536	0.075476916		0.54926018				
4.57	121.117	69.948	0.062869182		4.57	121.096	71.554	0.07563875		0.546096881				
4.58	121.547	69.918	0.062652844		4.58	121.575	71.408	0.074373827		0.542768982				
4.59	118.814	69.784	0.061695419		4.59	118.851	71.121	0.071954177		0.538379309				
4.6	116.147	69.532	0.059927622		4.6	115.987	70.822	0.06952045		0.537052803				
4.61	110.356	69.25	0.058014183		4.61	110.276	70.521	0.06715541		0.536515364				
4.62	114.159	69.456	0.059406369		4.62	114.09	70.642	0.068093713		0.534067992				
4.63	116.843	69.936	0.062784352		4.63	116.821	71.134	0.072063992		0.534407688				
4.64	117.662	70.1	0.063974772		4.64	117.657	71.463	0.074845005		0.539152323				
4.65	119.425	69.557	0.060099399		4.65	119.536	71.215	0.07274462		0.547594243				
4.66	116.661	68.056	0.050564373		4.66	116.426	70.085	0.063867032		0.558125033				
4.67	115.439	65.347	0.03701674		4.67	114.996	68.095	0.050787999		0.578419791				
4.68	--undefined--	60.705	0.02169014		4.68	113.082	64.945	0.035339652		0.61967002				
4.69	--undefined--	53.466	0.009426314		4.69	--undefined--	60.345	0.020810674		0.688252206				
4.7	--undefined--	45.391	0.003720352		4.7	--undefined--	54.994	0.011239673		0.751313779				
4.71	--undefined--	41.043	0.002255075		4.71	--undefined--	49.006	0.005640376		0.714383001				
4.72	--undefined--	38.829	0.001747783		4.72	--undefined--	42.775	0.002752723		0.611647449				
4.73	--undefined--	37.762	0.001545728		4.73	--undefined--	39.723	0.001937234		0.556202953				
4.74	--undefined--	36.83	0.001388409		4.74	--undefined--	39.205	0.001825031		0.567936812				
4.75	--undefined--	37.408	0.001483928		4.75	--undefined--	39.903	0.001977837		0.571337655				
4.76	--undefined--	38.737	0.00172931		4.76	--undefined--	40.211	0.002049122		0.542320719				
4.77	--undefined--	39.648	0.001920496		4.77	--undefined--	40.505	0.002119755		0.52465921				
4.78	--undefined--	40.635	0.002151601		4.78	--undefined--	42.256	0.002593119		0.546527333				
4.79	--undefined--	47.962	0.005002076		4.79	--undefined--	49.239	0.005794241		0.536686818				
4.8	--undefined--	54.84	0.011042002		4.8	--undefined--	56.259	0.013000462		0.540729206				
4.81	--undefined--	57.267	0.014600879		4.81	--undefined--	59.163	0.018163263		0.554364054				
4.82	--undefined--	55.283	0.011619283		4.82	--undefined--	57.722	0.015386429		0.569747199				
4.83	--undefined--	48.942	0.005598982		4.83	--undefined--	51.864	0.00783854		0.583332252				
4.84	--undefined--	41.657	0.002420422		4.84	--undefined--	43.6	0.003027117		0.555685233				
4.85	--undefined--	40.854	0.002206538		4.85	--undefined--	41.719	0.002437678		0.524884702				
4.86	--undefined--	40.951	0.002231424		4.86	--undefined--	41.756	0.002448174		0.523159076				
4.87	--undefined--	40.159	0.002037023		4.87	--undefined--	40.818	0.002197409		0.518938325				
4.88	--undefined--	39.217	0.001827491		4.88	--undefined--	40.364	0.002085516		0.532970174				
4.89	--undefined--	39.479	0.001883629		4.89	--undefined--	40.792	0.002191025		0.5377204				
4.9	--undefined--	39.399	0.001866292		4.9	--undefined--	40.177	0.002041238		0.522385771				
4.91	--undefined--	38.377	0.001659055		4.91	--undefined--	39.269	0.001838603		0.525666887				
4.92	--undefined--	37.852	0.001561777		4.92	--undefined--	39.686	0.001928921		0.552588904				
4.93	--undefined--	38.165	0.001619086		4.93	--undefined--	40.294	0.002068889		0.560982451				
4.94	--undefined--	37.743	0.001542369		4.94	--undefined--	40.173	0.002040287		0.569490134				
4.95	--undefined--	37.678	0.001530896		4.95	--undefined--	41.038	0.002253784		0.595501917				
4.96	--undefined--	38.311	0.001646659		4.96	--undefined--	41.794	0.002458939		0.598923374				
4.97	--undefined--	38.361	0.001655998		4.97	--undefined--	41.466	0.002367751		0.588443937				
4.98	--undefined--	38.727	0.001727355		4.98	--undefined--	41.021	0.002249544		0.565652831				
4.99	--undefined--	40.095	0.002022031		4.99	--undefined--	40.237	0.002055432		0.504095797				
5	--undefined--	41.927	0.002496656		5	--undefined--	39.973	0.001993687		0.443994342				
5.01	--undefined--	43.204	0.002892236		5.01	--undefined--	40.721	0.002173028		0.429005836				
5.02	--undefined--	44.698	0.003434961		5.02	--undefined--	40.741	0.00217819		0.388051182				
5.03	--undefined--	46.708	0.004329615		5.03	--undefined--	40.248	0.002057888		0.322174131				
5.04	--undefined--	49.143	0.005730147		5.04	--undefined--	40.038	0.002008843		0.259574295				
5.05	--undefined--	51.342	0.007380847		5.05	--undefined--	41.103	0.002270786		0.235274787				
5.06	--undefined--	52.772	0.008702159		5.06	--undefined--	43.153	0.002875228		0.248348638				
5.07	--undefined--	53.964	0.009982677		5.07	--undefined--	45.334	0.00369616		0.270210107				
5.08	--undefined--	56.305	0.013070426		5.08	--undefined--	49.156	0.005738732		0.30510309				
5.09	--undefined--	60.649	0.021550535		5.09	--undefined--	55.252	0.011578243		0.349491994				
5.1	--undefined--	69.846	0.062134633		5.1	--undefined--	65.557	0.037919949		0.378992626				
5.11	228.823	76.979	0.141250401		5.11	229.615	72.982	0.08915098		0.386937696				
5.12	223.363	80.729	0.217506966		5.12	223.056	77.071	0.142755017		0.396253348				
5.13	220.148	82.271	0.259768879		5.13	219.971	79.238	0.18320415		0.413578566				
5.14	215.865	82.589	0.269448052		5.14	215.98	80.51	0.212089116		0.440441839				
5.15	210.938	81.633	0.241357141		5.15	210.037	81.033	0.225264426		0.482756139				
5.16	204.618	78.633	0.170868563		5.16	201.283	81.121	0.227551795		0.571134959				
5.17	193.551	73.406	0.093609247		5.17	196.898	81.658	0.242058861		0.721125587				
5.18	194.207	69.366	0.058793517		5.18	194.579	82.234	0.258666497		0.814800244				
5.19	190.338	68.75	0.054767107		5.19	189.787	82.191	0.257396856		0.824556599				
5.2	184.337	68.103	0.050837021		5.2	183.013	81.456	0.236503455		0.823077411				
5.21	176.82	66.609	0.042804717		5.21	174.873	80.125	0.202906827		0.825792812				
5.22	168.215	64.432	0.033313864		5.22	166.657	78.509	0.168452219		0.834888683				
5.23	159.638	62.272	0.025980136		5.23	159.233	77.188	0.144693405		0.84777877				
5.24	154.41	61.303	0.023236163		5.24	154.391	76.458	0.133017663		0.851292198				
5.25	153.39	61.607	0.024065166		5.25	150.766	75.867	0.124267373		0.837762056				
5.26	145.144	61.565	0.02394946		5.26	145.118	74.973	0.112123127		0.823994971				
5.27	139.752	60.808	0.021948711		5.27	140.082	73.879	0.098851137		0.818305146				
5.28	138.625	60.4	0.020942121		5.28	138.065	73.109	0.090465225		0.812022085				
5.29	131.994	60.354	0.020833144		5.29	132.461	72.658	0.085883385		0.804780535				
5.3	129.893	61.532	0.023856689		5.3	129.526	71.9	0.078713609		0.767411335				
5.31	133.78	64.825	0.034856213		5.31	131.197	70.556	0.067426789		0.659217934				
5.32	134.42	67.566	0.047788606		5.32	135.013	69.133	0.057235854		0.544976419				
5.33	129.941	69.062	0.056772252		5.33	131.145	68.149	0.05110569		0.47373623				
5.34	127.01	69.753	0.061469492		5.34	127.081	67.512	0.047492612		0.435863573				
5.35	125.917	69.873	0.062325518		5.35	126.072	67.049	0.045025451		0.419422863				
5.36	124.374	69.547	0.060032411		5.36	124.059	67.014	0.044845562		0.427597532				
5.37	122.783	68.197	0.051389137		5.37	119.017	67.361	0.046677038		0.475974901				
5.38	--undefined--	64.494	0.033550984		5.38	109.706	67.454	0.047174916		0.584383898				
5.39	--undefined--	58.133	0.01613237		5.39	--undefined--	68.281	0.051890806		0.762840095				
5.4	--undefined--	54.988	0.011231747		5.4	121.893	70.268	0.065230464		0.853107222				
5.41	--undefined--	56.334	0.01311383		5.41	119.737	72.329	0.082694278		0.863124007				
5.42	123.347	57.873	0.015655295		5.42	123.497	74.172	0.10224686		0.867217904				
5.43	122.7	59.419	0.018705786		5.43	122.602	75.759	0.122732612		0.867746053				
5.44	125.127	61.225	0.023030417		5.44	124.958	77.148	0.144017721		0.86213305				
5.45	127.773	64.804	0.034773825		5.45	126.944	78.172	0.162034699		0.823311386				
5.46	134.78	69.174	0.05750979		5.46	130.989	78.365	0.165681878		0.742330032				
5.47	130.063	71.956	0.079222738		5.47	130.682	77.681	0.153131877		0.659043836				
5.48	128.089	72.829	0.087590906		5.48	128.088	76.958	0.140912823		0.616676251				
5.49	128.986	72.385	0.08322648		5.49	128.879	76.818	0.138660279		0.624914616				
5.5	128.358	70.857	0.069800189		5.5	127.922	77.073	0.142790887		0.671669242				
5.51	126.993	67.654	0.048273246		5.51	127.539	77.735	0.154092776		0.761455776				
5.52	127.033	62.971	0.028155095		5.52	130.726	78.681	0.171819561		0.859206683				
5.53	131.636	60.002	0.02000549		5.53	132.219	79.346	0.18548339		0.902644416				
5.54	132.304	59.76	0.019455456		5.54	132.59	79.591	0.190795344		0.907465483				
5.55	131.582	59.726	0.019378128		5.55	131.779	79.504	0.188896866		0.906958931				
5.56	131.759	59.292	0.018434412		5.56	131.888	79.133	0.181007983		0.907570241				
5.57	133.521	58.789	0.017397633		5.57	133.719	78.659	0.171379539		0.907840379				
5.58	132.597	58.322	0.01648638		5.58	132.943	78.079	0.160313099		0.90675097				
5.59	132.727	57.338	0.014720937		5.59	132.795	77.005	0.141678326		0.905875919				
5.6	133.059	55.591	0.012038919		5.6	133.066	75.277	0.116112298		0.906056928				
5.61	--undefined--	53.504	0.009467003		5.61	133.175	72.769	0.086995538		0.901858249				
5.62	--undefined--	53.395	0.009349182		5.62	133.006	69.139	0.057279387		0.859682081				
5.63	--undefined--	55.938	0.012529438		5.63	129.898	64.641	0.034124288		0.731437576				
5.64	--undefined--	55.912	0.012491547		5.64	126.519	60.45	0.021062985		0.627723992				
5.65	--undefined--	53.034	0.008969066		5.65	--undefined--	56.505	0.013374681		0.598587204				
5.66	--undefined--	55.591	0.01203918		5.66	--undefined--	55.24	0.011562261		0.489896391				
5.67	163.87	62.858	0.027792248		5.67	163.797	59.846	0.019649458		0.414181096				
5.68	160.327	69.044	0.056653066		5.68	161.241	65.205	0.036413354		0.391262002				
5.69	159.179	73.932	0.099454095		5.69	158.873	69.537	0.059964651		0.376145542				
5.7	162.451	77.456	0.149222065		5.7	162.587	72.782	0.087126808		0.368636444				
5.71	164.165	79.462	0.187996931		5.71	164.391	74.768	0.109506308		0.368084423				
5.72	163.154	80.087	0.202020471		5.72	163.279	75.536	0.11962396		0.371913667				
5.73	163.044	79.942	0.19865937		5.73	163.048	75.695	0.121840913		0.380158519				
5.74	162.394	79.579	0.190530207		5.74	162.403	75.778	0.123012098		0.392330145				
5.75	162.511	79.186	0.182107126		5.75	162.542	75.947	0.125430937		0.407855001				
5.76	162.209	78.739	0.17296662		5.76	162.313	76.198	0.129107112		0.427402644				
5.77	161.686	78.219	0.162927008		5.77	161.855	76.564	0.1346648		0.452515144				
5.78	160.781	77.643	0.152475739		5.78	160.952	76.944	0.14067601		0.479874367				
5.79	160.419	77.035	0.142153733		5.79	160.676	77.187	0.144663272		0.504374808				
5.8	159.164	76.451	0.132915791		5.8	159.393	77.312	0.146767901		0.524763885				
5.81	157.428	75.859	0.124154501		5.81	157.627	77.363	0.147626383		0.543181627				
5.82	155.378	75.236	0.115569693		5.82	155.527	77.319	0.146889663		0.559666323				
5.83	153.936	74.546	0.106744135		5.83	154.061	77.087	0.143019033		0.57261859				
5.84	152.168	73.952	0.099680452		5.84	152.32	76.845	0.139079134		0.582507017				
5.85	150.564	73.576	0.095467107		5.85	150.685	76.745	0.137498595		0.590209605				
5.86	148.229	73.217	0.091592313		5.86	148.318	76.605	0.135291147		0.596302381				
5.87	145.082	72.678	0.086090253		5.87	145.312	76.265	0.130098844		0.601782632				
5.88	143.148	71.999	0.079610083		5.88	143.301	75.706	0.121987146		0.605103288				
5.89	141.204	71.245	0.072995197		5.89	141.415	74.934	0.111612066		0.604591957				
5.9	138.814	70.45	0.066611868		5.9	139.038	74.07	0.101043843		0.602686556				
5.91	136.777	69.527	0.059893084		5.91	136.96	73.068	0.090035487		0.600522545				
5.92	135.217	68.651	0.054146012		5.92	135.331	72.046	0.080039776		0.596484748				
5.93	133.237	68.112	0.05088768		5.93	133.419	71.311	0.073551418		0.591063575				
5.94	131.593	68.027	0.050391754		5.94	131.612	71.12	0.071947375		0.588097817				
5.95	131.316	67.819	0.049200748		5.95	131.168	71.296	0.07342169		0.598762276				
5.96	127.206	66.409	0.041828164		5.96	126.331	71.558	0.075667916		0.644003747				
5.97	123.319	63.136	0.028695011		5.97	125.121	72.478	0.084127442		0.74566223				
5.98	124.703	58.712	0.017243176		5.98	127.92	73.754	0.097436069		0.849639958				
5.99	126.647	56.04	0.012676677		5.99	127.285	74.271	0.103411922		0.890801704				
6	127.064	55.357	0.011718115		6	127.451	74.105	0.101455695		0.896459128				
6.01	--undefined--	54.959	0.011193416		6.01	127.313	73.721	0.097074268		0.896613512				
6.02	--undefined--	54.299	0.010374706		6.02	127.157	72.976	0.089087624		0.895692104				
6.03	--undefined--	53.153	0.009092129		6.03	125.644	71.726	0.077146555		0.894570177				
6.04	--undefined--	51.914	0.007883853		6.04	125.884	70.353	0.06586956		0.893105251				
6.05	--undefined--	51.195	0.007257618		6.05	126.453	69.19	0.057613485		0.888122483				
6.06	--undefined--	49.982	0.006311752		6.06	126.128	67.531	0.047598905		0.882921995				
6.07	--undefined--	47.49	0.004737047		6.07	130.518	64.926	0.035264479		0.881578344				
6.08	--undefined--	44.941	0.003532475		6.08	132.922	62.54	0.026793654		0.883517116				
6.09	--undefined--	43.238	0.002903552		6.09	128.664	60.763	0.021836148		0.88263593				
6.1	--undefined--	41.606	0.002406276		6.1	127.464	57.843	0.01560185		0.866378311				
6.11	--undefined--	40.006	0.002001297		6.11	--undefined--	53.461	0.009421115		0.824792105				
6.12	--undefined--	39.039	0.001790584		6.12	--undefined--	49.895	0.006248416		0.777262823				
6.13	--undefined--	38.135	0.001613478		6.13	--undefined--	46.827	0.004389286		0.731210786				
										0.640445774				
